symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
MAS,Masco Corporation Common Stock,N,N,,48152,Industrials,22000.0,Livonia,MI,United States,Building Products & Equipment,43.550808,0.008285532,3850542,47.07,47.86,3850542,0.54,451748,12602214400.0,4302143,47.09,47.63,50.06,19.422764,1.18,0.0115,800.0,47.93,1.987,2.46,,-1.319,7248054.0,2.06,262085801.0,13463651328.0,47.86,0.135
MATW,Matthews International Corporation - Class A Common Stock,Q,N,N,15212,Industrials,11000.0,Pittsburgh,PA,United States,Conglomerates,30.444927,0.037830446,207471,21.94,22.35,207471,0.84,40866,702308480.0,200393,21.61,22.43,40.36,7.744827,1.48,0.0396,800.0,22.53,1.124,2.9,,18.873,1408842.0,8.5,29949779.0,1699067776.0,22.35,0.21
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,N,N,,02109-1820,Financial Services,,Boston,MA,United States,Asset Management,10.621324,0.050236963,47985,10.55,10.64,47985,0.51,6768,252896816.0,120108,10.5819,10.63,11.45,,6.13,0.048699997,800.0,10.64,20.373,,,12.006,19783.0,0.21,,408165600.0,10.64,0.043
MAXR,Maxar Technologies Inc.,N,N,,80234,Technology,5800.0,Westminster,CO,United States,Communication Equipment,13.33897,0.0028169013,2717228,14.2,14.25,2717228,0.04,900238,897779072.0,1857990,13.89,14.75,21.45,2.9759521,3.36,0.0028,1100.0,14.9,2.415,4.99,,10.908,10025855.0,7.11,59844071.0,3902553856.0,14.25,0.01
MBCN,Middlefield Banc Corp. - Common Stock,Q,N,N,44062,Financial Services,194.0,Middlefield,OH,United States,Banks—Regional,21.906618,0.030687831,12185,18.9,19.39,12185,0.6,98,122548600.0,10250,19.24,19.28,28.8,15.516129,2.71,0.031400003,1000.0,19.24,3.272,1.24,,20.832,3678.0,0.65,5910802.0,139304288.0,19.39,0.15
MBIN,Merchants Bancorp - Common Stock,Q,N,N,46032,Financial Services,329.0,Carmel,IN,United States,Banks—Regional,17.410845,0.015633423,37828,18.55,18.94,37828,0.32,12369,537772160.0,38280,18.42,18.7,21.9,9.744791,,0.0175,1100.0,18.94,0.217,1.92,,16.015,94723.0,2.7,16001516.0,42090860.0,18.94,0.08
MBINO,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,Q,N,N,46032,Financial Services,329.0,Carmel,IN,United States,Banks—Regional,24.07342,0.012351125,7514,22.67,22.9,7514,1.5,2818,,16933,22.89,23.0,27.2,,,0.0672,800.0,22.9,1.388,,,15.365,,,16001516.0,268581632.0,22.9,0.375
MBINP,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,Q,N,N,46032,Financial Services,329.0,Carmel,IN,United States,Banks—Regional,25.636345,0.012108559,13328,23.95,25.23,13328,1.75,777,444390688.0,5427,25.0,25.27,30.14,,,0.0748,1000.0,25.27,1.561,,,16.015,,,16001516.0,302210336.0,25.23,0.438
MBT,Mobile TeleSystems PJSC,N,N,,109147,Communication Services,,Moscow,,Russia,Telecom Services,9.244118,0.1858093,5073857,9.02,9.13,5073857,0.9,2159007,8133222912.0,4339124,9.025,9.1,11.0,8.825243,9.82,0.1,4000.0,9.17,,1.03,,2.053,3354096.0,0.63,378464635.0,7765013504.0,9.13,0.423198
MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,49504,Financial Services,626.0,Grand Rapids,MI,United States,Banks—Regional,29.18603,0.043831173,44057,24.64,25.13,44057,1.12,9739,397049440.0,63714,23.96,24.37,37.32,17.375887,2.58,0.0495,1100.0,25.97,4.704,1.41,,25.818,225925.0,3.64,13918576.0,709038976.0,25.13,0.28
MC,Moelis & Company Class A Common Stock,N,N,,10022,Financial Services,879.0,New York,NY,United States,Capital Markets,31.904926,0.05274955,511742,33.46,33.99,511742,1.77,74970,1862780544.0,774498,33.115,33.66,41.27,17.204082,4.17,0.052699998,800.0,33.915,2.154,1.96,,7.775,2573526.0,3.56,52373116.0,1642203648.0,33.99,0.255
MCA,"Blackrock MuniYield California Quality Fund, Inc. Common Stock",N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,13.877132,0.043271378,47571,13.45,13.5,47571,0.55,22090,465681152.0,108437,13.42,13.5,14.92,,5.1,0.0417,1200.0,13.535,24.591,,,16.23,18242.0,0.23,,815036992.0,13.5,0.046
MCBC,Macatawa Bank Corporation - Common Stock,Q,N,N,49424,Financial Services,285.0,Holland,MI,United States,Banks—Regional,9.231765,0.037131883,130157,7.81,7.98,130157,0.32,28935,267406720.0,121454,7.67,7.85,11.42,13.2881365,2.01,0.0433,800.0,7.98,1.514,0.59,,6.555,150982.0,1.31,26244738.0,125067528.0,7.98,0.08
MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,30340,Financial Services,211.0,Doraville,GA,United States,Banks—Regional,13.803603,0.03755459,49428,11.45,11.56,49428,0.44,22246,310188288.0,45325,11.56,12.19,19.07,9.719999,,0.042600002,1000.0,12.3,0.864,1.25,,8.764,205938.0,4.51,16805051.0,88889472.0,11.56,0.11
MCD,McDonald's Corporation Common Stock,N,N,,60607,Consumer Cyclical,205000.0,Chicago,IL,United States,Restaurants,191.57338,0.025676541,3758714,187.72,189.42,3758714,5.0,997711,140509773824.0,5945829,186.745,188.7,221.93,23.859848,2.63,0.0271,1100.0,189.64,8.749,7.92,,-12.499,7978233.0,1.57,742909288.0,181686386688.0,189.42,1.25
MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,85224,Technology,,Chandler,AZ,United States,Semiconductors,91.720955,0.0151421195,4006014,96.75,96.54,4006014,1.47,1656113,23834003456.0,4382072,96.03,97.45,112.47,17.924355,2.09,0.0152,900.0,98.05,5.805,5.42,,23.263,29467513.0,8.55,234594507.0,30616170496.0,96.54,0.368
MCR,MFS Charter Income Trust Common Stock,N,N,,02199-7618,Financial Services,,Boston,MA,United States,Asset Management,8.041029,0.085609764,71757,8.2,8.16,71757,0.66,25231,370205376.0,214230,8.16,8.19,8.6,39.093338,8.73,0.0808,3000.0,8.2096,20.762,0.21,,8.942,243930.0,1.08,,459217056.0,8.16,0.055
MCY,Mercury General Corporation Common Stock,N,N,,90010,Financial Services,4500.0,Los Angeles,CA,United States,Insurance—Property & Casualty,44.637867,0.06051492,438500,41.56,41.81,438500,2.52,44012,2270219264.0,416087,40.92,41.07,65.22,11.886956,4.74,0.0621,1000.0,41.61,0.522,3.45,,29.326,644768.0,1.93,26644210.0,1913027456.0,41.81,0.63
MDC,"M.D.C. Holdings, Inc. Common Stock",N,N,,80237,Consumer Cyclical,1656.0,Denver,CO,United States,Residential Construction,34.956398,0.034341782,580028,36.69,37.29,580028,1.32,114340,2324188928.0,761427,36.14,36.62,48.99,10.684058,3.55,0.036,800.0,37.415,0.803,3.45,,28.723,1077859.0,1.43,50042569.0,2689388800.0,37.29,0.33
MDRR,"Medalist Diversified REIT, Inc. - Common Stock",Q,N,N,23219,Real Estate,,Richmond,VA,United States,REIT—Diversified,2.89925,0.26988637,13400,1.76,1.835,13400,0.5,894,8713000.0,17201,1.835,1.85,5.3,-7.3404,,0.2907,800.0,1.8986,7.737,-0.25,,3.471,1320.0,0.08,3227716.0,71585856.0,1.835,0.125
MDT,Medtronic plc. Ordinary Shares,N,N,,2,Healthcare,101013.0,Dublin,,Ireland,Medical Devices,104.983086,0.022083333,6129971,96.0,97.52,6129971,2.32,1391922,133078884352.0,7669806,97.217,99.08,122.15,19.319067,2.03,0.0242,900.0,99.3,4.759,5.14,,38.64,8330581.0,1.48,1337794043.0,147828654080.0,97.52,0.54
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",N,N,,58506-5650,Basic Materials,13359.0,Bismarck,ND,United States,Building Materials,26.377426,0.036493104,1258485,22.47,22.84,1258485,0.83,358474,4453667840.0,1696730,22.18,22.26,32.22,12.556498,3.14,0.037100002,900.0,22.66,1.26,1.77,,14.146,1432724.0,1.12,198256375.0,6855691264.0,22.84,0.208
MEI,"Methode Electronics, Inc. Common Stock",N,N,,60631,Technology,6187.0,Chicago,IL,United States,Electronic Components,32.79603,0.013788781,216857,31.91,32.15,216857,0.44,26372,1186557056.0,261920,31.49,31.87,41.7,10.352751,1.17,0.0143,1300.0,32.07,1.211,3.09,,20.838,626615.0,2.71,35905672.0,1307358976.0,32.15,0.11
MEN,"Blackrock MuniEnhanced Fund, Inc Common Stock",N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,10.927794,0.05004775,45957,10.47,10.45,45957,0.47,14739,311655744.0,106529,10.45,10.5,12.2,,5.65,0.045,1200.0,10.5,22.944,,,12.125,32555.0,0.34,,544722048.0,10.45,0.039
MEOH,Methanex Corporation - Common Stock,Q,N,N,V6C 3M1,Basic Materials,1544.0,Vancouver,BC,Canada,Chemicals,27.111397,0.08252149,864900,17.45,17.52,864900,1.12,258155,1293262464.0,938179,16.5,17.11,47.55,-94.80556,3.0,0.0637,900.0,17.52,1.168,-0.18,,17.84,3517437.0,3.96,75437929.0,3650841600.0,17.52,0.36
MET,"MetLife, Inc. Common Stock",N,N,,10166-0188,Financial Services,,New York,NY,United States,Insurance—Life,42.536175,0.047657732,6153671,36.93,37.51,6153671,1.84,1508074,33081618432.0,8515825,36.325,36.51,53.28,5.97541,3.42,0.0498,900.0,37.56,1.412,6.1,,77.373,17716277.0,2.43,767774687.0,101173272576.0,37.51,0.46
MFC,Manulife Financial Corporation Common Stock,N,N,,M4W 1E5,Financial Services,35000.0,Toronto,ON,Canada,Insurance—Life,16.393896,0.05054432,3459871,12.86,12.96,3459871,0.8,1185684,24231208960.0,4229961,12.5,12.58,21.23,5.6651583,3.69,0.0625,1400.0,12.96,,2.21,,15.355,9685412.0,2.28,1938746091.0,23797219328.0,12.96,0.28
MFD,Macquarie First Trust Global Common Stock,N,N,,60187,Financial Services,,Wheaton,IL,United States,Asset Management,9.365147,0.13341804,66485,7.87,7.93,66485,0.8,19935,67524776.0,48980,7.855,7.92,11.52,,10.52,0.102,1100.0,7.9321,9.713,,,11.078,8585.0,0.29,,99576216.0,7.93,0.2
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N,N,,100-8176,Financial Services,57264.0,Tokyo,,Japan,Banks—Regional,2.7073529,0.027755102,1271214,2.45,2.51,1271214,0.14,75437,31350093824.0,1409780,2.49,2.5,3.2,8.032258,4.0,0.0584,3200.0,2.53,,0.31,,6.588,1483874.0,1.37,12677786830.0,29037649920.0,2.51,0.068897
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,13.095589,0.045232467,58700,12.69,12.71,58700,0.55,35120,481660704.0,134875,12.692,12.74,14.11,,5.6,0.0431,900.0,12.72,24.897,,,15.406,110893.0,0.78,,860346304.0,12.71,0.0455
MFM,MFS Municipal Income Trust Common Stock,N,N,,02199-7618,Financial Services,,Boston,MA,United States,Asset Management,6.6741176,0.05577558,92942,6.06,6.06,92942,0.31,10018,250420608.0,153675,6.059,6.08,7.5,,5.46,0.0517,1800.0,6.08,18.048,,,7.445,39290.0,0.27,,372068224.0,6.06,0.026
MFNC,Mackinac Financial Corporation - Common Stock,Q,N,N,49854,Financial Services,316.0,Manistique,MI,United States,Banks—Regional,13.44625,0.0498615,15428,10.83,10.9,15428,0.56,5872,112709520.0,26030,10.57,10.62,17.75,9.385964,3.17,0.0563,800.0,11.0161,1.462,1.14,,15.195,38491.0,1.7,9365519.0,88400864.0,10.9,0.14
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,13.135074,0.053042762,14200,12.16,12.19,14200,0.6,7235,103462232.0,27312,12.17,12.24,15.19,,5.76,0.0498,2200.0,12.19,22.392,,,14.632,6138.0,0.29,,187369904.0,12.19,0.05
MFV,MFS Special Value Trust Common Stock,N,N,,02199-7618,Financial Services,,Boston,MA,United States,Asset Management,5.8636765,0.106731705,11100,5.125,5.15,11100,0.49,13267,37248928.0,25579,5.025,5.19,7.16,,10.33,0.0952,1000.0,5.2183,21.181,,,5.596,9581.0,0.38,,35753256.0,5.15,0.041
MGA,"Magna International, Inc. Common Stock",N,N,,L4G 7K1,Consumer Cyclical,159000.0,Aurora,ON,Canada,Auto Parts,45.63713,0.035714284,1234285,42.84,43.11,1234285,1.6,219404,12664455168.0,1446540,41.98,42.29,57.09,8.221899,2.37,0.0392,800.0,43.21,0.424,5.16,,34.37,2926371.0,2.36,295334991.0,15902027776.0,43.11,0.4
MGEE,MGE Energy Inc. - Common Stock,Q,N,N,53788,Utilities,,Madison,WI,United States,Utilities—Diversified,72.59191,0.02088636,208500,66.79,67.93,208500,1.41,160591,2440306432.0,179080,67.2298,67.88,83.26,28.116667,2.12,0.0211,800.0,68.82,5.051,2.4,,25.081,275681.0,2.23,34609780.0,2713936640.0,67.93,0.353
MGF,MFS Government Markets Income Trust Common Stock,N,N,,02199-7618,Financial Services,,Boston,MA,United States,Asset Management,4.598309,0.07366167,93871,4.67,4.68,93871,0.35,13045,152895904.0,150709,4.68,4.69,4.79,,7.86,0.0746,1300.0,4.69,31.065,,,4.749,76615.0,0.56,,153427376.0,4.68,0.029
MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,60218,Technology,2640.0,Or Yehuda,,Israel,Software—Application,9.573382,0.029853659,63657,10.25,10.25,63657,0.16,5901,520032288.0,52875,10.25,10.39,11.53,13.8918915,2.88,0.0152,3200.0,10.39,1.334,0.74,,5.064,11507.0,0.27,26338881.0,434361536.0,10.25,0.156
MGM,MGM Resorts International Common Stock,N,N,,89109,Consumer Cyclical,63000.0,Las Vegas,NV,United States,Resorts & Casinos,24.196249,0.02981778,32535000,18.11,18.07,32535000,0.01,10585392,8855729152.0,30347662,17.5,17.76,34.64,-35.91,,0.00059999997,1000.0,18.1,2.377,-0.5,,16.575,31947745.0,1.27,488655412.0,27458244608.0,18.07,0.15
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,N,N,,89135,Real Estate,,Las Vegas,NV,United States,REIT—Diversified,27.78272,0.068139024,1925957,27.62,28.28,1925957,1.9,487324,9337764864.0,2735582,27.7,27.97,34.37,24.12069,,0.0683,1300.0,28.4,11.354,1.16,,21.445,4522159.0,2.76,130928194.0,10225106944.0,28.28,0.475
MGRC,McGrath RentCorp - Common Stock,Q,N,N,94551-7800,Industrials,1099.0,Livermore,CA,United States,Rental & Leasing Services,66.36147,0.026137708,118728,59.11,60.0,118728,1.68,29534,1432065280.0,159929,58.5001,59.3,83.95,16.426594,2.72,0.0298,800.0,60.0,2.716,3.61,,26.367,196887.0,1.31,23881462.0,1568470272.0,60.0,0.42
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,N,N,,10019,Financial Services,,New York,NY,United States,Asset Management,21.370441,0.093907215,45014,17.89,17.98,45014,1.68,9309,226299648.0,93709,17.9171,18.19,27.0,,6.95,0.095699996,800.0,18.17,14.122,,,26.922,8892.0,0.1,,341420160.0,17.98,0.42
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,15.991103,0.05493444,16628,14.49,14.61,16628,0.73,4904,207441536.0,52033,14.58,14.63,17.83,,5.65,0.050100002,800.0,14.61,20.22,,,16.929,1049.0,0.02,,334358976.0,14.61,0.0605
MHE,BlackRock Massachusetts Tax-Exempt Trust,N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,13.089853,0.04029244,1300,12.31,12.41,1300,0.48,120,29424358.0,4464,12.41,12.57,15.66,,4.4,0.039,1200.0,12.4853,24.147,,,14.417,3536.0,0.92,,50577968.0,12.41,0.04
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,N,N,,02109-1820,Financial Services,,Boston,MA,United States,Asset Management,11.650588,0.054910716,81371,11.2,11.2,81371,0.54,28274,256177120.0,113917,11.22,11.26,12.78,,5.84,0.048699997,800.0,11.26,19.07,,,12.959,10628.0,0.1,,376762240.0,11.2,0.045
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,13.243824,0.04104535,63700,13.01,12.96,63700,0.53,14607,407517888.0,88324,13.0,13.09,14.35,,4.98,0.041199997,2200.0,13.09,24.5,,,15.633,5489.0,0.06,,695980864.0,12.96,0.0445
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock",N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,5.1585293,,151542,2.47,2.49,151542,0.18,26769,66100448.0,317488,2.4,2.47,10.41,,,0.0763,900.0,2.49,,,,,27179.0,0.1,,,2.49,0.015
MIN,MFS Intermediate Income Trust Common Stock,N,N,,02199-7618,Financial Services,,Boston,MA,United States,Asset Management,3.748897,0.09148937,307185,3.76,3.76,307185,0.34,77095,439559040.0,501454,3.75,3.76,3.89,,9.46,0.0896,3100.0,3.76,29.032,,,4.041,48305.0,0.13,,444235872.0,3.76,0.028
MINI,"Mobile Mini, Inc. - Common Stock",Q,N,N,85008,Industrials,2042.0,Phoenix,AZ,United States,Rental & Leasing Services,33.9575,0.033313558,232585,33.71,33.99,232585,1.21,93613,1491823488.0,481914,32.74,33.76,45.75,16.815,2.64,0.0368,900.0,33.99,3.675,2.0,,18.761,725227.0,2.36,43118040.0,2248966400.0,33.99,0.303
MIXT,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares",N,N,,1686,Technology,1078.0,Midrand,,South Africa,Software—Application,11.3075,0.0008733625,73428,9.16,9.9,73428,0.26,52496,161522032.0,104904,8.33,8.5,16.96,16.333334,,0.033,800.0,9.54,,0.51,,5.55,93444.0,0.87,13324712.0,201956240.0,9.9,0.065943
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,13.739485,0.04582067,39628,13.16,13.19,39628,0.59,16041,389842016.0,67537,13.14,13.18,14.79,,5.32,0.044899996,2200.0,13.18,23.435,,,16.069,338.0,0.01,,682887488.0,13.19,0.049
MKC,"McCormick & Company, Incorporated Common Stock",N,N,,21031,Consumer Defensive,12400.0,Hunt Valley,MD,United States,Packaged Foods,159.6825,0.0135465115,685428,172.0,173.69,685428,2.48,86268,22980917248.0,1077296,172.23,173.69,180.38,31.86188,1.7,0.014400001,800.0,173.8528,4.921,5.43,,26.801,3382703.0,4.33,130600667.0,26216925184.0,173.69,0.62
MKSI,"MKS Instruments, Inc. - Common Stock",Q,N,N,01810,Technology,5500.0,Andover,MA,United States,Scientific & Technical Instruments,101.34383,0.0075357947,251128,106.16,105.88,251128,0.8,60122,5856446464.0,427209,103.65,106.4,122.3,15.265043,1.14,0.0075,800.0,106.81,3.077,6.98,,37.405,1594722.0,3.99,54368496.0,6066770432.0,105.88,0.2
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,N,N,10001,Financial Services,536.0,New York,NY,United States,Capital Markets,384.1417,0.004548755,304028,468.26,475.57,304028,2.4,105937,18518562816.0,354959,474.48,492.03,517.93,66.100815,0.67,0.0050999997,1000.0,494.5221,32.5,7.39,,21.044,834826.0,2.78,36626195.0,18064842752.0,475.57,0.6
MLI,"Mueller Industries, Inc. Common Stock",N,N,,38017,Industrials,4964.0,Collierville,TN,United States,Metal Fabrication,28.290956,0.014164306,270557,28.24,28.9,270557,0.4,25864,1600491008.0,301430,27.48,28.08,34.11,14.687501,1.23,0.015,800.0,28.72,0.759,1.92,,11.377,787324.0,2.71,55366095.0,1836974720.0,28.9,0.1
MLM,"Martin Marietta Materials, Inc. Common Stock",N,N,,27607-3033,Basic Materials,8846.0,Raleigh,NC,United States,Building Materials,230.84354,0.010525276,629457,202.37,206.81,629457,2.2,264699,12481267712.0,876569,197.63,199.49,281.82,20.214718,0.89,0.0109,900.0,206.56,3.228,9.92,,85.159,2012029.0,2.23,58562279.0,14315602944.0,206.81,0.55
MMC,"Marsh & McLennan Companies, Inc. Common Stock",N,N,,10036-2774,Financial Services,76000.0,New York,NY,United States,Insurance Brokers,104.56022,0.00037750092,2547900,105.96,106.92,2547900,1.82,781752,53815635968.0,3299606,106.07,106.54,119.88,20.024483,1.85,0.0172,800.0,107.31,3.898,5.31,,14.419,5039400.0,2.11,504762415.0,67174236160.0,106.92,0.455
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,N,N,,10010,Financial Services,,New York,NY,United States,Asset Management,20.490368,,42357,19.9,19.98,42357,1.02,8884,555087488.0,92882,19.9805,20.09,22.89,,5.61,0.0514,900.0,20.089,,,,,41893.0,0.51,,,19.98,0.085
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,75662,Energy,,Kilgore,TX,United States,Oil & Gas Midstream,2.889706,0.24414062,260314,2.56,2.53,260314,0.25,43485,97131248.0,359845,2.4726,2.48,7.26,-9.615385,18.84,0.09770001,800.0,2.531,0.816,-0.26,,-0.818,1331184.0,2.61,31872654.0,657314560.0,2.53,0.063
MMP,Magellan Midstream Partners L.P. Limited Partnership,N,N,,74121-2186,Energy,1884.0,Tulsa,OK,United States,Oil & Gas Midstream,51.814632,0.091046765,917314,44.9,45.21,917314,4.11,178549,10044249088.0,2329191,44.445,44.56,67.75,10.501177,5.36,0.0916,900.0,45.3099,5.001,4.25,,11.304,5322605.0,2.54,224219078.0,14411130880.0,45.21,1.028
MMS,"Maximus, Inc. Common Stock",N,N,,20190,Industrials,29600.0,Reston,VA,United States,Specialty Business Services,68.87132,0.014494735,386085,73.13,73.76,386085,1.12,47570,4541424128.0,572079,73.035,73.92,82.02,19.647215,0.55,0.015700001,900.0,74.1,1.42,3.77,,18.568,1061829.0,2.69,60508197.0,4434648064.0,73.76,0.28
MMT,MFS Multimarket Income Trust Common Stock,N,N,,02199-7618,Financial Services,,Boston,MA,United States,Asset Management,5.746912,0.088256225,145985,5.62,5.6,145985,0.46,44856,360218656.0,309419,5.6,5.65,6.39,,8.76,0.0817,3100.0,5.65,18.496,,,6.375,212582.0,0.63,,457005664.0,5.6,0.038
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,Q,N,N,20692,Technology,204.0,Yokne'am Illit,,Israel,Software—Application,2.2213972,0.12765957,26085,1.88,1.88,26085,0.24,9737,37703488.0,62425,1.8601,1.9,2.64,,12.17,0.1279,800.0,1.9,0.821,,,0.92,3121.0,0.05,16581799.0,19883500.0,1.88,0.24
MNE,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock,N,N,,19809,Financial Services,,Wilmington,DE,United States,Asset Management,14.803603,0.03175907,3771,14.61,14.7,3771,0.43,100,61884648.0,8346,14.7,14.7,16.11,,4.09,0.0295,1000.0,14.7,27.397,,,15.889,1828.0,0.22,,102913688.0,14.7,0.036
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,N,N,,07733,Real Estate,16.0,Holmdel,NJ,United States,REIT—Industrial,13.680736,0.051476154,437742,13.21,13.51,437742,0.68,60911,1303802880.0,648367,13.19,13.36,15.53,25.615385,4.8,0.052199997,800.0,13.49,15.299,0.52,,5.916,1224095.0,2.21,92180429.0,2529333760.0,13.51,0.17
